id_assessment,id_student,date_submitted,is_banked,score
7,100742,45,0,66.3
8,100742,91,0,62.3
9,100742,130,0,71.4
12,100465,45,0,75.7
14,100465,130,0,63.2
6,100122,20,0,90.5
7,100122,45,0,64.0
8,100122,90,0,94.7
9,100122,133,0,84.9
7,100076,47,0,76.0
8,100076,94,0,63.0
9,100076,135,0,64.0
8,100071,93,0,72.0
9,100344,134,0,38.2
29,100215,130,0,34.2
21,100187,20,0,90.6
22,100187,46,0,79.3
23,100187,91,0,100.0
24,100187,130,0,92.4
2,100042,45,0,30.9
21,100831,20,0,54.4
22,100831,45,0,64.0
24,100831,130,0,51.6
16,100274,26,0,89.8
17,100274,49,0,79.3
18,100274,91,0,96.9
12,100461,47,0,78.7
13,100461,93,0,64.1
7,100240,46,0,61.2
9,100240,130,0,72.6
6,100689,20,0,28.4
8,100689,90,0,47.8
3,100425,91,0,36.4
4,100425,134,0,43.9
11,100459,23,0,58.2
12,100459,46,0,60.5
14,100459,133,0,50.1
6,100150,20,0,59.8
7,100150,45,0,68.2
8,100150,92,0,69.5
9,100150,130,0,35.4
11,100648,22,0,39.8
12,100648,47,0,40.2
13,100648,90,0,32.3
26,100299,21,0,91.5
27,100299,45,0,60.6
28,100299,90,0,70.8
29,100299,131,0,45.7
11,100290,20,0,70.4
12,100290,51,0,53.9
14,100290,133,0,77.8
7,100596,48,0,69.7
8,100596,92,0,53.8
9,100596,133,0,98.4
26,100756,21,0,71.6
28,100756,92,0,55.4
6,100810,20,0,71.5
1,100414,22,0,57.8
4,100414,130,0,53.1
18,100713,90,0,73.5
19,100713,130,0,54.0
1,100507,20,0,50.0
3,100507,90,0,44.8
27,100320,47,0,39.4
28,100320,90,0,51.3
26,100073,20,0,58.4
1,100891,20,0,58.6
3,100891,95,0,68.2
4,100891,132,0,67.5
14,100408,133,0,60.3
12,100712,45,0,50.0
27,100280,45,0,72.8
28,100280,90,0,97.9
29,100280,131,0,89.3
13,100176,90,0,66.9
14,100176,135,0,58.4
1,100744,21,0,46.4
6,100092,20,0,76.2
7,100092,50,0,67.0
8,100092,95,0,67.0
9,100092,130,0,42.7
6,100859,23,0,34.0
7,100859,45,0,35.5
6,100077,21,0,58.2
8,100077,92,0,36.6
9,100077,130,0,79.8
21,100669,22,0,79.4
24,100669,130,0,56.5
16,100759,20,0,82.4
17,100759,47,0,77.9
18,100759,90,0,71.3
19,100759,130,0,64.8
6,100002,20,0,65.7
8,100002,90,0,98.4
9,100002,131,0,65.2
21,100633,20,0,68.7
22,100633,45,0,83.6
23,100633,95,0,100.0
24,100633,133,0,78.2
26,100182,24,0,65.6
27,100182,45,0,77.5
28,100182,91,0,52.2
29,100182,130,0,55.8
26,100590,22,0,46.9
6,100698,20,0,70.1
7,100698,48,0,79.9
8,100698,93,0,82.3
9,100698,132,0,96.0
26,100527,20,0,100.0
27,100527,48,0,90.5
28,100527,90,0,80.0
29,100527,130,0,100.0
11,100477,20,0,81.5
12,100477,45,0,96.2
13,100477,90,0,93.2
14,100477,134,0,81.2
16,100309,20,0,70.4
18,100309,90,0,66.1
6,100539,20,0,57.0
8,100539,90,0,53.9
1,100756,21,0,50.3
3,100756,90,0,34.2
17,100279,53,0,62.4
17,100154,51,0,70.5
19,100154,133,0,56.6
13,100374,96,0,60.3
14,100374,131,0,67.0
13,100142,93,0,24.1
14,100142,130,0,45.2
22,100684,49,0,47.0
26,100171,21,0,67.8
27,100171,46,0,61.4
28,100171,90,0,73.2
29,100171,130,0,82.4
21,100617,20,0,96.4
22,100617,48,0,83.1
23,100617,91,0,92.1
24,100617,135,0,73.4
21,100394,23,0,82.1
22,100394,45,0,87.0
23,100394,96,0,97.6
24,100394,130,0,82.4
26,100012,24,0,47.1
27,100012,45,0,55.7
9,100630,132,0,15.4
23,100767,90,0,43.3
24,100767,134,0,55.0
1,100397,25,0,42.8
3,100397,92,0,60.7
26,100828,21,0,83.4
27,100828,45,0,76.2
28,100828,90,0,76.5
29,100828,130,0,84.0
17,100786,45,0,54.6
18,100786,91,0,60.0
19,100786,130,0,82.1
22,100668,48,0,59.3
2,100441,48,0,54.0
4,100441,130,0,62.2
16,100566,20,0,63.6
18,100566,90,0,62.5
26,100168,20,0,76.8
27,100168,47,0,72.1
28,100168,90,0,91.0
29,100168,130,0,93.7
11,100114,20,0,72.2
12,100114,45,0,75.2
13,100114,93,0,65.4
1,100166,20,0,83.5
2,100166,48,0,88.3
3,100166,92,0,57.5
4,100166,130,0,83.4
21,100707,21,0,60.2
22,100707,49,0,71.5
23,100707,94,0,14.4
1,100428,22,0,13.5
13,100085,93,0,49.4
17,100714,51,0,89.8
18,100714,90,0,60.6
11,100363,20,0,68.7
12,100363,45,0,75.3
13,100363,91,0,58.8
14,100363,130,0,61.9
11,100874,22,0,64.9
12,100874,45,0,59.5
13,100874,90,0,76.8
14,100874,135,0,64.8
11,100665,20,0,96.4
12,100665,49,0,99.0
13,100665,91,0,98.3
14,100665,130,0,100.0
1,100131,24,0,61.5
2,100131,48,0,57.8
4,100131,130,0,50.6
26,100148,20,0,58.4
27,100148,45,0,53.5
29,100148,132,0,66.7
1,100342,20,0,55.0
4,100342,134,0,54.2
7,100720,45,0,47.2
8,100720,90,0,50.3
9,100720,130,0,72.8
11,100532,24,0,88.5
12,100532,45,0,71.0
13,100532,90,0,87.5
14,100532,130,0,79.0
12,100433,49,0,59.3
21,100743,23,0,100.0
22,100743,47,0,99.2
23,100743,90,0,72.5
24,100743,133,0,69.4
6,100161,22,0,82.9
8,100161,91,0,60.5
9,100161,134,0,30.9
1,100657,21,0,85.8
2,100657,45,0,61.8
3,100657,92,0,77.9
4,100657,130,0,59.8
16,100384,21,0,40.5
17,100384,52,0,49.6
18,100384,92,0,56.5
26,100680,21,0,62.5
28,100680,90,0,64.8
17,100080,45,0,63.7
18,100080,92,0,56.1
19,100080,130,0,47.1
11,100740,20,0,39.3
13,100740,91,0,68.8
14,100740,131,0,58.0
11,100586,24,0,34.1
12,100586,46,0,68.0
14,100586,130,0,64.6
27,100865,45,0,55.1
28,100865,92,0,54.6
29,100865,133,0,46.2
24,100017,132,0,49.7
26,100683,20,0,94.7
27,100683,45,0,100.0
28,100683,90,0,91.4
29,100683,133,0,100.0
6,100039,20,0,70.6
6,100393,26,0,66.0
7,100393,45,0,66.2
8,100393,90,0,82.2
9,100393,134,0,68.3
21,100620,20,0,35.6
24,100620,130,0,49.3
7,100309,46,0,80.4
9,100309,130,0,61.7
13,100264,90,0,33.9
14,100264,132,0,41.5
6,100541,21,0,66.1
7,100541,45,0,68.5
8,100541,90,0,38.9
16,100762,20,0,64.3
18,100762,90,0,57.5
19,100762,132,0,68.7
6,100578,20,0,92.1
7,100578,47,0,95.0
8,100578,90,0,83.7
9,100578,130,0,67.3
17,100253,45,0,63.1
18,100253,93,0,49.1
21,100628,26,0,60.6
22,100628,45,0,64.8
23,100628,90,0,86.7
24,100628,134,0,79.8
21,100273,20,0,47.9
22,100273,49,0,71.2
23,100273,90,0,76.1
24,100273,130,0,65.7
3,100831,90,0,57.1
16,100093,20,0,100.0
17,100093,45,0,100.0
18,100093,90,0,89.1
19,100093,132,0,100.0
2,100851,49,0,50.7
1,100640,22,0,100.0
2,100640,45,0,100.0
3,100640,90,0,83.4
4,100640,130,0,85.6
11,100601,22,0,91.9
12,100601,45,0,70.6
14,100601,130,0,77.3
16,100020,22,0,100.0
17,100020,47,0,73.7
18,100020,90,0,63.8
19,100020,133,0,59.3
16,100281,21,0,68.0
18,100281,90,0,78.2
19,100281,132,0,56.8
1,100289,22,0,88.1
2,100289,50,0,91.9
3,100289,92,0,94.3
4,100289,130,0,95.5
18,100784,90,0,49.9
19,100784,131,0,28.9
27,100272,46,0,52.9
29,100272,130,0,56.3
26,100314,20,0,88.2
27,100314,45,0,67.8
29,100314,132,0,66.7
1,100534,20,0,60.7
2,100534,48,0,71.4
21,100146,20,0,62.9
22,100146,49,0,71.3
23,100146,96,0,69.6
16,100458,25,0,100.0
17,100458,45,0,87.4
18,100458,91,0,87.2
19,100458,134,0,90.8
11,100008,20,0,45.4
14,100008,132,0,48.6
22,100172,49,0,42.8
23,100172,92,0,57.8
24,100172,133,0,62.7
26,100192,20,0,43.7
28,100192,92,0,81.0
6,100677,20,0,66.4
7,100677,45,0,81.4
8,100677,96,0,85.3
9,100677,130,0,80.1
21,100774,20,0,48.0
22,100774,45,0,57.9
16,100659,20,0,66.2
17,100659,45,0,75.1
18,100659,90,0,67.1
19,100659,130,0,77.9
7,100366,46,0,53.3
26,100261,20,0,39.7
1,100503,20,0,72.7
2,100503,45,0,79.7
3,100503,96,0,94.1
4,100503,137,0,95.5
28,100565,93,0,60.8
29,100565,135,0,77.5
22,100304,45,0,55.8
6,100294,25,0,56.9
7,100294,45,0,47.4
1,100893,23,0,70.3
2,100893,45,0,57.4
3,100893,92,0,58.3
4,100893,130,0,60.6
16,100889,22,0,72.8
17,100889,47,0,53.4
18,100889,90,0,47.9
26,100051,20,0,57.3
27,100051,45,0,72.0
21,100270,20,0,76.1
22,100270,45,0,57.7
23,100270,90,0,66.1
24,100270,136,0,71.2
26,100026,25,0,61.1
27,100026,45,0,65.9
28,100026,90,0,56.6
29,100026,134,0,61.6
1,100781,20,0,87.4
2,100781,45,0,94.1
3,100781,90,0,86.4
4,100781,130,0,69.1
11,100157,20,0,54.2
12,100157,46,0,57.8
13,100157,91,0,68.4
3,100421,90,0,72.1
4,100421,130,0,55.5
18,100750,90,0,62.7
17,100321,45,0,53.3
19,100321,132,0,80.4
21,100126,21,0,84.3
23,100126,96,0,79.7
24,100126,135,0,86.1
1,100454,20,0,60.8
4,100454,131,0,51.6
17,100703,50,0,53.1
19,100703,130,0,55.2
21,100657,20,0,52.3
23,100657,97,0,69.0
16,100761,26,0,87.8
18,100761,92,0,52.0
19,100761,130,0,65.4
1,100119,23,0,44.9
2,100119,45,0,80.1
3,100119,90,0,51.0
4,100119,131,0,66.8
11,100894,23,0,76.1
12,100894,45,0,62.2
13,100894,90,0,74.3
14,100894,135,0,57.3
1,100313,20,0,76.7
2,100313,45,0,95.1
3,100313,90,0,81.3
4,100313,134,0,100.0
11,100703,25,0,85.8
12,100703,45,0,75.1
13,100703,90,0,70.0
14,100703,132,0,85.6
19,100565,130,0,49.1
6,100744,24,0,52.3
7,100744,52,0,47.6
8,100744,90,0,48.1
7,100170,45,0,55.2
22,100233,51,0,29.6
24,100495,131,0,48.7
26,100433,20,0,40.0
16,100423,20,0,82.6
17,100423,48,0,72.0
18,100423,90,0,76.6
19,100423,135,0,77.6
21,100178,21,0,62.1
22,100178,45,0,39.2
24,100178,130,0,62.6
16,100132,20,0,95.1
17,100132,50,0,99.5
18,100132,94,0,100.0
19,100132,130,0,97.4
1,100223,20,0,65.9
2,100223,47,0,49.0
3,100223,94,0,49.0
4,100223,130,0,48.6
9,100009,138,0,51.4
6,100080,20,0,49.7
7,100080,45,0,77.1
9,100080,131,0,59.0
26,100507,20,0,48.4
28,100507,91,0,58.4
1,100197,21,0,84.9
3,100197,90,0,73.8
4,100197,130,0,61.4
21,100088,20,0,97.3
22,100088,45,0,93.3
23,100088,93,0,100.0
24,100088,134,0,82.4
21,100038,20,0,47.8
7,100320,49,0,30.7
26,100711,21,0,94.2
27,100711,46,0,64.6
28,100711,90,0,72.7
6,100849,25,0,95.9
7,100849,50,0,83.9
9,100849,133,0,95.7
8,100361,92,0,53.2
2,100517,45,0,61.4
4,100517,130,0,36.1
1,100101,23,0,43.3
1,100527,24,0,69.5
2,100527,46,0,61.2
3,100527,91,0,78.4
7,100450,47,0,60.0
8,100450,91,0,52.5
13,100122,93,0,43.7
4,100381,131,0,43.5
9,100501,133,0,64.7
28,100882,90,0,45.1
29,100882,137,0,76.0
7,100224,46,0,51.2
2,100071,45,0,30.1
6,100027,20,0,62.9
7,100027,45,0,68.0
9,100027,130,0,53.6
26,100097,20,0,83.4
27,100097,45,0,77.2
28,100097,90,0,74.8
29,100097,130,0,85.1
16,100826,20,0,82.6
17,100826,45,0,70.6
19,100826,130,0,62.9
8,100397,90,0,59.7
26,100351,22,0,96.3
27,100351,46,0,100.0
28,100351,94,0,98.0
29,100351,131,0,83.0
4,100338,131,0,57.0
16,100183,20,0,100.0
17,100183,45,0,85.7
18,100183,90,0,58.0
19,100183,133,0,95.6
17,100791,45,0,45.3
18,100791,90,0,48.9
19,100791,130,0,48.5
26,100833,20,0,99.6
27,100833,46,0,79.6
28,100833,90,0,88.2
29,100833,132,0,100.0
6,100406,27,0,51.7
7,100406,48,0,63.6
9,100406,131,0,57.0
13,100673,90,0,51.6
12,100781,45,0,80.2
13,100781,92,0,52.0
14,100781,130,0,75.5
22,100890,47,0,81.3
23,100890,94,0,80.8
27,100786,51,0,67.4
16,100405,20,0,65.6
17,100405,45,0,57.7
19,100405,130,0,44.4
11,100751,20,0,68.4
12,100751,46,0,86.1
13,100751,92,0,71.2
21,100661,20,0,65.2
22,100661,45,0,58.5
23,100661,94,0,42.7
17,100506,47,0,33.6
19,100506,130,0,66.2
1,100450,20,0,84.5
2,100450,45,0,75.0
3,100450,90,0,73.8
4,100450,134,0,98.0
1,100850,20,0,95.1
2,100850,47,0,76.8
3,100850,92,0,80.1
4,100850,130,0,84.2
12,100818,46,0,62.0
13,100818,90,0,72.8
26,100841,20,0,76.7
27,100841,45,0,71.9
28,100841,91,0,63.4
29,100841,131,0,84.1
18,100301,90,0,59.6
8,100675,90,0,75.7
21,100845,24,0,56.2
1,100895,20,0,54.0
2,100895,47,0,66.4
4,100895,130,0,60.3
21,100345,22,0,70.2
22,100345,50,0,48.4
23,100345,90,0,75.0
24,100345,134,0,88.8
21,100222,25,0,82.8
22,100222,49,0,84.0
24,100222,133,0,57.7
8,100735,91,0,62.2
9,100735,130,0,45.0
26,100104,20,0,68.5
27,100104,45,0,81.2
28,100104,96,0,68.6
29,100104,135,0,51.8
27,100588,50,0,43.2
12,100039,46,0,63.1
14,100039,130,0,52.0
22,100541,48,0,32.2
23,100541,94,0,53.9
21,100472,25,0,57.3
22,100472,47,0,52.1
23,100472,95,0,46.5
24,100472,135,0,60.1
1,100542,23,0,53.6
4,100542,134,0,65.1
21,100085,20,0,51.4
26,100884,22,0,61.6
1,100471,20,0,68.3
4,100471,131,0,37.0
26,100035,23,0,56.4
6,100379,20,0,75.2
7,100379,45,0,90.2
8,100379,90,0,74.4
9,100379,130,0,100.0
11,100420,20,0,80.7
12,100420,45,0,79.5
13,100420,92,0,76.0
14,100420,133,0,93.2
22,100324,47,0,82.7
6,100409,20,0,100.0
7,100409,46,0,99.5
9,100409,130,0,74.1
2,100749,45,0,86.2
3,100749,90,0,52.6
8,100041,91,0,51.9
1,100186,20,0,85.3
2,100186,46,0,70.0
4,100186,130,0,72.0
18,100493,92,0,60.8
19,100493,131,0,54.5
11,100448,20,0,73.7
12,100448,52,0,95.6
13,100448,90,0,87.3
14,100448,132,0,82.0
6,100262,21,0,59.6
9,100262,134,0,78.7
17,100803,48,0,66.5
19,100803,132,0,75.6
17,100834,47,0,49.2
19,100834,130,0,49.7
16,100172,20,0,66.8
17,100172,46,0,61.4
19,100172,131,0,76.7
1,100797,20,0,62.7
4,100797,132,0,41.9
16,100880,25,0,36.2
1,100683,20,0,81.3
2,100683,49,0,100.0
3,100683,90,0,100.0
4,100683,130,0,100.0
4,100190,134,0,43.4
24,100280,133,0,26.9
11,100826,20,0,76.0
13,100826,90,0,83.5
14,100826,130,0,87.2
21,100895,20,0,45.9
22,100895,45,0,62.9
23,100895,90,0,89.9
24,100895,130,0,67.0
16,100429,23,0,68.1
17,100429,45,0,91.3
18,100429,91,0,58.9
19,100429,130,0,97.3
7,100497,49,0,36.2
26,100294,21,0,64.4
27,100294,47,0,66.9
13,100430,90,0,26.5
14,100430,133,0,43.6
3,100634,96,0,35.8
16,100042,20,0,70.7
17,100042,46,0,39.6
6,100806,20,0,91.7
7,100806,49,0,80.0
8,100806,90,0,100.0
21,100403,21,0,67.3
23,100403,93,0,67.9
22,100691,45,0,72.0
23,100691,90,0,59.6
24,100691,132,0,43.0
1,100323,27,0,65.8
2,100323,48,0,61.9
4,100323,132,0,84.1
26,100485,22,0,37.1
27,100485,46,0,53.5
28,100485,90,0,75.6
29,100485,139,0,63.5
21,100525,23,0,74.0
22,100525,47,0,47.1
12,100087,50,0,35.7
13,100087,92,0,46.0
21,100880,20,0,66.2
23,100880,90,0,78.7
24,100880,132,0,63.2
21,100401,26,0,29.3
16,100648,20,0,55.3
17,100648,49,0,69.2
19,100648,130,0,39.4
16,100725,20,0,41.8
17,100725,52,0,64.6
13,100434,90,0,65.3
14,100434,133,0,58.7
22,100221,52,0,60.4
23,100221,95,0,67.8
24,100221,132,0,76.9
13,100227,90,0,51.7
17,100542,49,0,43.9
11,100317,23,0,67.5
12,100317,46,0,93.8
13,100317,90,0,92.2
14,100317,133,0,94.1
21,100337,20,0,52.9
22,100642,48,0,63.6
24,100642,130,0,69.7
1,100674,20,0,78.0
2,100674,45,0,87.6
3,100674,91,0,73.4
4,100674,136,0,68.8
6,100580,22,0,62.6
9,100580,130,0,49.5
11,100081,22,0,82.7
12,100081,45,0,76.3
13,100081,90,0,71.4
14,100081,133,0,78.1
11,100610,23,0,78.0
12,100610,45,0,57.0
13,100610,91,0,73.0
14,100610,133,0,65.9
22,100240,49,0,59.0
23,100240,90,0,47.9
24,100240,130,0,72.7
11,100723,22,0,47.0
12,100723,50,0,84.1
14,100723,130,0,82.5
11,100738,20,0,35.1
13,100738,93,0,60.3
14,100738,133,0,55.8
28,100039,92,0,69.7
29,100039,133,0,87.6
11,100809,20,0,45.7
12,100809,46,0,47.0
14,100809,130,0,72.6
12,100488,45,0,62.2
14,100488,130,0,54.7
16,100327,21,0,71.8
17,100327,46,0,74.9
18,100327,93,0,80.6
19,100327,133,0,68.6
21,100156,20,0,14.9
24,100156,132,0,54.1
12,100172,48,0,78.3
14,100172,135,0,67.9
18,100837,90,0,41.5
11,100625,22,0,64.0
12,100625,45,0,74.8
13,100625,93,0,62.3
14,100625,130,0,39.7
1,100467,27,0,100.0
2,100467,45,0,98.0
3,100467,90,0,97.9
4,100467,130,0,86.5
16,100822,23,0,86.3
17,100822,45,0,90.7
18,100822,90,0,75.1
19,100822,134,0,79.2
1,100607,21,0,75.9
2,100607,45,0,84.1
3,100607,90,0,81.7
4,100607,130,0,58.5
1,100571,20,0,71.8
4,100571,131,0,57.8
6,100174,24,0,59.0
7,100174,53,0,56.6
16,100342,20,0,65.7
17,100342,45,0,62.7
18,100342,90,0,49.8
19,100342,130,0,57.3
13,100861,90,0,29.3
17,100562,47,0,50.8
18,100562,90,0,59.6
26,100580,22,0,82.7
27,100580,46,0,68.6
28,100580,96,0,69.6
29,100580,130,0,47.5
23,100105,94,0,61.9
21,100298,20,0,84.7
22,100298,45,0,76.5
23,100298,90,0,88.0
24,100298,130,0,71.6
1,100776,20,0,37.3
3,100776,90,0,56.0
4,100776,133,0,56.9
6,100803,20,0,90.6
7,100803,47,0,85.5
9,100803,131,0,83.0
14,100007,130,0,67.1
26,100084,20,0,35.9
27,100084,45,0,80.3
29,100084,130,0,58.5
6,100729,23,0,57.2
7,100729,45,0,71.2
8,100729,91,0,73.8
9,100729,134,0,62.1
6,100268,21,0,73.0
8,100268,90,0,57.5
9,100268,130,0,73.1
21,100762,20,0,70.8
22,100762,45,0,50.3
23,100762,90,0,75.5
24,100762,134,0,64.7
23,100239,91,0,47.1
6,100405,20,0,49.3
7,100405,46,0,78.6
8,100405,96,0,81.9
9,100405,133,0,58.5
14,100611,133,0,49.4
12,100040,45,0,57.8
13,100040,90,0,72.4
6,100463,20,0,60.9
8,100463,95,0,72.6
6,100730,21,0,58.5
7,100730,45,0,78.7
8,100730,92,0,53.4
9,100730,130,0,62.8
16,100534,21,0,72.9
17,100534,45,0,56.4
19,100534,135,0,78.8
16,100420,20,0,75.9
19,100420,130,0,41.8
11,100608,25,0,55.6
12,100608,45,0,84.5
13,100608,90,0,60.3
14,100608,130,0,67.3
21,100474,20,0,86.0
23,100474,94,0,100.0
24,100474,135,0,78.1
6,100731,27,0,66.5
7,100731,46,0,34.1
6,100141,24,0,64.4
7,100141,47,0,75.9
8,100141,91,0,56.7
9,100141,130,0,76.2
26,100115,20,0,53.8
26,100606,21,0,75.5
27,100606,47,0,72.0
28,100606,90,0,59.9
29,100606,130,0,77.7
1,100842,20,0,95.2
2,100842,52,0,85.5
3,100842,90,0,73.5
4,100842,130,0,87.3
16,100222,20,0,20.0
18,100222,90,0,61.1
22,100193,46,0,72.9
24,100193,130,0,58.8
12,100273,45,0,33.8
14,100273,130,0,41.0
26,100603,24,0,59.9
28,100603,93,0,83.7
26,100520,25,0,91.9
27,100520,49,0,86.4
28,100520,92,0,85.3
29,100520,131,0,100.0
21,100476,21,0,62.0
22,100476,45,0,65.6
23,100476,93,0,73.9
24,100476,130,0,70.6
16,100000,20,0,67.5
19,100000,135,0,56.1
6,100721,24,0,76.8
7,100721,45,0,56.7
9,100721,135,0,77.9
2,100694,51,0,73.3
3,100694,90,0,63.8
4,100694,132,0,87.8
16,100195,21,0,40.9
17,100195,45,0,42.1
18,100195,93,0,64.3
29,100369,130,0,73.5
4,100795,135,0,34.8
21,100858,20,0,78.7
22,100858,45,0,73.6
23,100858,91,0,69.3
24,100858,131,0,62.2
4,100228,131,0,36.0
18,100237,93,0,39.6
12,100670,47,0,69.6
14,100670,133,0,52.1
16,100884,20,0,70.7
17,100884,46,0,76.9
18,100884,90,0,78.1
19,100884,130,0,94.2
26,100382,20,0,56.5
29,100382,130,0,67.6
26,100509,27,0,5.0
27,100509,53,0,21.1
28,100509,90,0,24.6
29,100509,130,0,66.1
23,100261,94,0,66.2
6,100249,22,0,52.8
7,100249,47,0,79.8
9,100249,135,0,75.8
2,100748,45,0,71.3
11,100203,22,0,52.0
12,100203,47,0,77.2
13,100203,91,0,58.3
14,100203,130,0,72.7
23,100220,94,0,45.6
27,100157,47,0,53.5
28,100157,93,0,34.2
1,100307,25,0,86.9
4,100307,130,0,76.8
3,100825,92,0,46.9
21,100357,21,0,66.5
24,100357,130,0,75.6
12,100830,52,0,47.4
13,100830,90,0,53.9
14,100830,130,0,75.0
6,100718,20,0,61.9
8,100718,90,0,70.7
9,100718,134,0,75.7
23,100660,90,0,68.8
24,100660,133,0,60.0
18,100787,90,0,46.2
21,100492,25,0,43.8
28,100304,90,0,55.9
29,100304,130,0,77.4
22,100391,45,0,54.0
23,100391,93,0,79.6
24,100391,130,0,81.7
22,100234,45,0,49.9
24,100234,130,0,62.9
26,100400,20,0,40.1
27,100400,50,0,70.1
28,100400,91,0,63.8
29,100400,132,0,77.7
6,100270,20,0,97.8
7,100270,47,0,100.0
8,100270,93,0,100.0
9,100270,131,0,100.0
1,100154,24,0,65.8
2,100154,48,0,57.4
4,100154,130,0,78.9
6,100407,23,0,71.2
8,100407,90,0,61.3
9,100407,130,0,57.2
17,100705,48,0,76.8
18,100705,91,0,80.0
19,100705,130,0,89.0
1,100843,22,0,61.5
2,100843,45,0,82.3
4,100843,130,0,48.8
18,100860,90,0,57.4
16,100639,23,0,55.4
11,100389,22,0,59.5
12,100389,51,0,68.7
13,100389,90,0,57.2
14,100389,131,0,51.7
12,100761,45,0,78.0
14,100761,131,0,74.5
11,100558,20,0,69.3
12,100558,47,0,58.4
29,100420,130,0,39.9
21,100410,20,0,83.1
22,100410,45,0,80.4
23,100410,91,0,70.6
24,100410,130,0,67.5
11,100031,22,0,96.7
12,100031,46,0,89.9
14,100031,134,0,44.2
6,100842,20,0,71.2
7,100842,45,0,81.3
8,100842,90,0,80.0
11,100516,24,0,48.6
13,100516,93,0,56.5
14,100516,130,0,54.6
1,100659,20,0,85.5
3,100659,94,0,57.6
4,100659,132,0,100.0
28,100832,91,0,44.1
21,100438,20,0,58.5
23,100438,90,0,56.0
12,100189,49,0,69.3
13,100189,90,0,54.3
6,100129,23,0,80.3
8,100129,90,0,56.8
2,100200,47,0,68.2
3,100200,90,0,55.1
29,100288,130,0,64.0
11,100298,23,0,58.0
12,100298,46,0,36.2
6,100058,20,0,43.4
7,100058,46,0,57.0
8,100058,90,0,44.0
9,100058,133,0,65.8
21,100323,20,0,42.8
1,100515,20,0,79.1
3,100515,93,0,62.0
4,100515,131,0,69.3
6,100655,20,0,45.3
7,100655,45,0,77.6
8,100655,95,0,78.9
1,100122,20,0,80.8
2,100122,45,0,68.1
3,100122,90,0,47.1
27,100407,49,0,59.8
28,100407,94,0,51.2
1,100052,20,0,70.7
2,100052,45,0,73.6
3,100052,94,0,58.2
4,100052,131,0,58.4
