id_student,code_module,code_presentation,at_risk,gender,region,highest_education,imd_band,age_band,disability,num_of_prev_attempts,studied_credits,date_registration,withdrawn_before_cutoff,sum_click_total,n_active_days,n_early_assessments,mean_early_score,min_early_score
100810,AAA,2013J,0,F,Scotland,Lower Than A Level,30-40%,0-35,N,0,120,-6.0,0,10.0,1.0,2.0,71.45,60.2
100410,BBB,2014J,1,M,South East Region,HE Qualification,60-70%,35-55,Y,0,60,-31.0,0,0.0,0.0,1.0,37.0,37.0
100368,BBB,2014J,1,F,London Region,Lower Than A Level,80-90%,35-55,N,1,90,-19.0,0,14.0,3.0,2.0,76.35,74.9
100580,CCC,2013J,1,F,North Western Region,Post Graduate Qualification,40-50%,0-35,N,1,120,-28.0,0,5.0,2.0,1.0,52.1,52.1
100117,CCC,2014J,0,M,North Western Region,HE Qualification,30-40%,0-35,N,1,90,4.0,0,0.0,0.0,1.0,57.4,57.4
100183,CCC,2013J,1,M,North Western Region,Post Graduate Qualification,80-90%,0-35,N,1,60,-6.0,0,0.0,0.0,0.0,,
100704,CCC,2013J,0,F,London Region,Lower Than A Level,60-70%,0-35,N,0,120,-28.0,0,5.0,1.0,1.0,72.8,72.8
100661,CCC,2014J,0,F,North Western Region,Post Graduate Qualification,50-60%,0-35,N,2,120,-26.0,0,5.0,2.0,1.0,43.3,43.3
100846,BBB,2014J,1,M,South East Region,HE Qualification,0-10%,0-35,N,0,90,-44.0,0,0.0,0.0,0.0,,
100000,BBB,2013J,0,M,Scotland,HE Qualification,10-20%,0-35,N,1,30,-33.0,0,27.0,5.0,1.0,69.9,69.9
100356,BBB,2013J,0,F,East Anglian Region,HE Qualification,90-100%,0-35,N,1,90,-13.0,0,20.0,4.0,2.0,65.65,59.6
100675,CCC,2013J,0,M,Scotland,A Level or Equivalent,90-100%,35-55,N,0,60,-15.0,0,7.0,3.0,0.0,,
100175,BBB,2013J,0,M,North Western Region,HE Qualification,0-10%,0-35,N,0,30,-52.0,0,17.0,3.0,0.0,,
100012,BBB,2014J,0,M,North Western Region,HE Qualification,0-10%,35-55,N,0,90,-10.0,0,21.0,3.0,2.0,95.65,91.3
100308,AAA,2014J,0,M,Scotland,Post Graduate Qualification,80-90%,0-35,N,1,120,-32.0,0,65.0,7.0,2.0,99.1,98.2
100029,CCC,2013J,0,M,London Region,A Level or Equivalent,50-60%,35-55,N,0,60,-50.0,0,11.0,2.0,2.0,72.55000000000001,70.2
100295,BBB,2013J,0,F,South East Region,HE Qualification,30-40%,35-55,N,0,60,-3.0,0,1.0,1.0,1.0,68.2,68.2
100065,BBB,2013J,0,F,East Anglian Region,HE Qualification,60-70%,0-35,N,0,30,-1.0,0,15.0,4.0,2.0,61.15,43.3
100250,BBB,2013J,0,M,East Anglian Region,Lower Than A Level,20-30%,35-55,N,1,90,-25.0,0,14.0,4.0,0.0,,
100315,AAA,2013J,1,F,Scotland,Lower Than A Level,20-30%,0-35,N,2,120,-16.0,0,0.0,0.0,0.0,,
100697,BBB,2013J,0,F,North Western Region,Lower Than A Level,40-50%,35-55,N,1,120,-15.0,0,0.0,0.0,2.0,65.85,65.4
100439,CCC,2014J,0,M,Scotland,HE Qualification,90-100%,0-35,N,1,60,-2.0,0,29.0,2.0,2.0,75.4,70.1
100404,BBB,2013J,0,F,South East Region,A Level or Equivalent,80-90%,0-35,Y,0,30,-15.0,0,16.0,3.0,0.0,,
100536,AAA,2013J,0,F,South East Region,Post Graduate Qualification,20-30%,0-35,N,1,60,-57.0,0,27.0,3.0,2.0,91.85,84.9
100305,BBB,2014J,1,F,London Region,HE Qualification,60-70%,35-55,N,0,120,10.0,0,9.0,2.0,0.0,,
100757,AAA,2013J,1,M,Scotland,Lower Than A Level,90-100%,0-35,Y,0,30,-9.0,0,7.0,2.0,2.0,53.0,51.8
100643,BBB,2013J,0,M,East Anglian Region,Lower Than A Level,,35-55,N,0,30,-40.0,0,3.0,2.0,2.0,56.3,45.3
100566,BBB,2013J,1,M,South East Region,A Level or Equivalent,80-90%,0-35,N,0,120,-51.0,1,10.0,2.0,1.0,52.1,52.1
100475,AAA,2013J,1,M,South East Region,Post Graduate Qualification,10-20%,0-35,N,0,90,-20.0,0,2.0,1.0,0.0,,
100883,CCC,2013J,0,F,London Region,Lower Than A Level,20-30%,0-35,N,2,30,-36.0,0,19.0,3.0,2.0,92.4,84.8
100088,AAA,2014J,0,F,London Region,Lower Than A Level,20-30%,55<=,N,1,30,-23.0,0,79.0,8.0,2.0,65.05,56.0
100454,CCC,2013J,0,F,North Western Region,Lower Than A Level,10-20%,35-55,Y,0,60,-15.0,0,0.0,0.0,2.0,37.9,34.5
100265,CCC,2014J,0,F,North Western Region,A Level or Equivalent,10-20%,0-35,N,0,90,-41.0,0,36.0,5.0,2.0,76.4,70.8
100584,AAA,2014J,1,F,East Anglian Region,Post Graduate Qualification,30-40%,35-55,N,1,120,-52.0,0,5.0,1.0,1.0,26.5,26.5
100232,BBB,2013J,1,M,North Western Region,HE Qualification,60-70%,0-35,N,0,120,-22.0,0,0.0,0.0,2.0,59.800000000000004,52.7
100652,AAA,2013J,0,M,South East Region,A Level or Equivalent,40-50%,0-35,N,2,60,-41.0,0,31.0,4.0,1.0,56.7,56.7
100162,AAA,2013J,1,M,North Western Region,Lower Than A Level,40-50%,0-35,N,0,60,-27.0,0,75.0,8.0,1.0,53.9,53.9
100011,CCC,2013J,0,M,London Region,A Level or Equivalent,20-30%,0-35,N,1,120,-57.0,0,11.0,3.0,1.0,58.2,58.2
100355,CCC,2014J,0,F,London Region,HE Qualification,10-20%,0-35,N,2,120,-35.0,0,21.0,3.0,2.0,82.4,64.8
100237,AAA,2014J,0,M,Scotland,A Level or Equivalent,,35-55,N,0,30,-16.0,0,26.0,5.0,2.0,56.75,49.2
100081,AAA,2013J,0,M,North Western Region,HE Qualification,60-70%,0-35,N,0,90,-18.0,0,12.0,2.0,2.0,68.8,64.5
100570,AAA,2013J,1,M,Scotland,Post Graduate Qualification,20-30%,35-55,N,1,90,-46.0,0,0.0,0.0,0.0,,
100184,BBB,2013J,0,F,Scotland,Lower Than A Level,80-90%,35-55,N,0,30,-53.0,0,67.0,6.0,2.0,90.65,90.1
100503,AAA,2014J,0,F,Scotland,A Level or Equivalent,90-100%,35-55,N,0,120,-30.0,0,15.0,3.0,1.0,77.7,77.7
100428,AAA,2014J,0,M,Scotland,Lower Than A Level,,35-55,N,0,60,-19.0,0,26.0,4.0,0.0,,
100763,BBB,2013J,1,M,Scotland,HE Qualification,10-20%,35-55,N,0,90,-22.0,0,0.0,0.0,0.0,,
100001,AAA,2013J,0,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,1,60,-40.0,0,0.0,0.0,0.0,,
100367,CCC,2013J,0,F,North Western Region,A Level or Equivalent,,0-35,N,0,90,-24.0,0,15.0,2.0,1.0,82.0,82.0
100654,CCC,2013J,1,M,London Region,Lower Than A Level,80-90%,0-35,N,0,120,0.0,0,21.0,5.0,2.0,57.25,42.1
100054,CCC,2013J,1,F,South East Region,Lower Than A Level,20-30%,55<=,N,2,60,-26.0,0,0.0,0.0,0.0,,
100164,AAA,2013J,1,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,N,1,60,-63.0,0,19.0,3.0,2.0,76.85,73.5
100536,CCC,2013J,0,F,North Western Region,HE Qualification,40-50%,35-55,N,1,120,-26.0,0,0.0,0.0,1.0,41.6,41.6
100739,CCC,2013J,0,M,East Anglian Region,Lower Than A Level,50-60%,35-55,N,1,120,10.0,0,31.0,3.0,2.0,88.55000000000001,78.4
100404,AAA,2013J,1,M,London Region,Lower Than A Level,60-70%,0-35,N,0,120,-56.0,0,0.0,0.0,2.0,47.05,41.2
100067,CCC,2014J,1,M,London Region,A Level or Equivalent,80-90%,35-55,N,1,120,-29.0,1,13.0,3.0,2.0,48.35,36.6
100830,BBB,2014J,0,F,London Region,HE Qualification,10-20%,0-35,N,0,90,-35.0,0,34.0,4.0,2.0,81.55000000000001,74.4
100378,CCC,2013J,0,M,North Western Region,A Level or Equivalent,50-60%,0-35,N,1,120,-28.0,0,0.0,0.0,1.0,54.1,54.1
100533,BBB,2013J,0,M,South East Region,A Level or Equivalent,80-90%,35-55,N,1,120,-26.0,0,0.0,0.0,1.0,43.2,43.2
100242,CCC,2014J,0,M,Scotland,Lower Than A Level,60-70%,0-35,N,2,30,-7.0,0,0.0,0.0,1.0,66.3,66.3
100408,AAA,2014J,0,F,South East Region,HE Qualification,30-40%,0-35,N,2,90,-28.0,0,39.0,4.0,2.0,74.75,67.4
100049,BBB,2013J,1,F,East Anglian Region,Post Graduate Qualification,0-10%,0-35,Y,0,30,-4.0,0,0.0,0.0,0.0,,
100155,AAA,2014J,0,M,Scotland,Post Graduate Qualification,60-70%,0-35,N,0,90,-32.0,0,0.0,0.0,0.0,,
100426,AAA,2013J,0,F,Scotland,HE Qualification,70-80%,35-55,N,1,60,-37.0,0,21.0,2.0,1.0,82.0,82.0
100865,AAA,2013J,1,F,South East Region,HE Qualification,60-70%,35-55,N,0,60,-43.0,0,0.0,0.0,0.0,,
100156,BBB,2014J,0,F,East Anglian Region,A Level or Equivalent,,0-35,N,1,120,-66.0,0,5.0,2.0,1.0,59.9,59.9
100697,AAA,2014J,0,F,Scotland,Lower Than A Level,60-70%,0-35,N,2,90,-24.0,0,0.0,0.0,0.0,,
100506,CCC,2014J,1,M,London Region,A Level or Equivalent,50-60%,0-35,N,0,90,10.0,1,2.0,1.0,1.0,39.6,39.6
100626,BBB,2013J,0,F,South East Region,HE Qualification,0-10%,35-55,N,2,120,-21.0,0,10.0,2.0,0.0,,
100827,CCC,2014J,0,F,London Region,HE Qualification,60-70%,35-55,N,2,30,-16.0,0,17.0,2.0,2.0,86.9,83.3
100446,CCC,2013J,1,F,South East Region,Post Graduate Qualification,10-20%,0-35,N,2,90,-38.0,0,4.0,1.0,0.0,,
100642,AAA,2014J,0,F,North Western Region,Post Graduate Qualification,70-80%,0-35,N,0,30,-35.0,0,49.0,6.0,2.0,87.55,87.5
100375,AAA,2013J,1,F,North Western Region,Lower Than A Level,10-20%,55<=,N,0,30,-10.0,0,0.0,0.0,0.0,,
100583,BBB,2013J,0,M,North Western Region,Lower Than A Level,90-100%,35-55,N,0,30,10.0,0,0.0,0.0,0.0,,
100295,BBB,2014J,0,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,N,0,90,-0.0,0,29.0,3.0,2.0,80.05,78.8
100245,BBB,2013J,0,M,Scotland,Lower Than A Level,20-30%,0-35,Y,0,60,-26.0,0,13.0,4.0,1.0,58.6,58.6
100068,CCC,2013J,0,F,East Anglian Region,Lower Than A Level,,35-55,N,0,120,-45.0,0,16.0,3.0,2.0,96.85,93.7
100665,AAA,2014J,0,M,East Anglian Region,HE Qualification,30-40%,0-35,N,2,60,-59.0,0,14.0,1.0,2.0,87.7,85.0
100489,CCC,2014J,0,F,North Western Region,HE Qualification,50-60%,0-35,N,2,30,-53.0,0,2.0,1.0,1.0,38.1,38.1
100384,AAA,2013J,1,F,North Western Region,Post Graduate Qualification,,55<=,N,2,30,-29.0,0,17.0,4.0,1.0,71.8,71.8
100801,BBB,2014J,1,F,Scotland,Post Graduate Qualification,60-70%,35-55,N,0,30,-36.0,0,9.0,2.0,1.0,68.1,68.1
100057,BBB,2014J,1,M,North Western Region,Lower Than A Level,0-10%,0-35,N,1,60,-59.0,0,0.0,0.0,0.0,,
100202,CCC,2013J,1,M,North Western Region,Lower Than A Level,30-40%,35-55,N,1,60,-31.0,0,0.0,0.0,2.0,58.4,47.3
100724,AAA,2014J,0,F,South East Region,HE Qualification,40-50%,35-55,N,0,120,-36.0,0,7.0,2.0,2.0,71.05000000000001,57.2
100818,AAA,2014J,0,F,South East Region,HE Qualification,30-40%,35-55,N,2,30,-53.0,0,24.0,3.0,1.0,70.7,70.7
100244,BBB,2014J,0,M,South East Region,Post Graduate Qualification,20-30%,55<=,N,0,60,-37.0,0,32.0,5.0,2.0,83.35,70.3
100673,BBB,2014J,1,M,East Anglian Region,HE Qualification,50-60%,35-55,N,2,120,-36.0,0,7.0,2.0,1.0,58.3,58.3
100708,AAA,2013J,0,M,North Western Region,HE Qualification,40-50%,0-35,N,0,30,-42.0,0,8.0,2.0,1.0,40.9,40.9
100798,AAA,2014J,0,F,Scotland,A Level or Equivalent,30-40%,0-35,N,1,60,-11.0,0,14.0,2.0,1.0,68.4,68.4
100165,AAA,2014J,0,F,London Region,Lower Than A Level,40-50%,35-55,N,0,30,-68.0,0,2.0,1.0,0.0,,
100310,BBB,2014J,0,M,North Western Region,Post Graduate Qualification,30-40%,55<=,N,2,90,-70.0,0,10.0,2.0,1.0,66.4,66.4
100645,BBB,2014J,1,M,North Western Region,Post Graduate Qualification,20-30%,0-35,N,1,120,-30.0,0,5.0,1.0,2.0,73.9,68.4
100071,BBB,2013J,1,M,London Region,Lower Than A Level,40-50%,0-35,N,0,30,-28.0,0,2.0,1.0,1.0,38.4,38.4
100338,CCC,2013J,1,F,South East Region,HE Qualification,,35-55,N,0,60,-22.0,0,2.0,2.0,1.0,15.2,15.2
100718,AAA,2013J,0,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,0,60,-41.0,0,31.0,4.0,2.0,77.55,65.1
100309,CCC,2014J,0,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,N,0,120,-48.0,0,8.0,2.0,0.0,,
100028,CCC,2014J,0,M,East Anglian Region,Post Graduate Qualification,,35-55,N,0,120,-30.0,0,42.0,5.0,2.0,78.0,70.9
100362,AAA,2014J,1,F,South East Region,Post Graduate Qualification,60-70%,35-55,N,2,30,-39.0,0,9.0,3.0,2.0,55.8,46.1
100636,AAA,2013J,0,M,London Region,Lower Than A Level,20-30%,35-55,N,2,60,1.0,0,2.0,1.0,1.0,42.2,42.2
100182,AAA,2014J,0,M,London Region,A Level or Equivalent,40-50%,35-55,N,1,120,-36.0,0,27.0,3.0,2.0,90.55,81.1
100824,AAA,2013J,0,F,North Western Region,Post Graduate Qualification,50-60%,0-35,N,2,30,-31.0,0,0.0,0.0,1.0,29.9,29.9
100470,BBB,2013J,1,M,London Region,Post Graduate Qualification,50-60%,55<=,N,1,120,10.0,0,0.0,0.0,0.0,,
100591,AAA,2014J,0,M,London Region,Lower Than A Level,10-20%,0-35,N,0,30,-34.0,0,66.0,8.0,2.0,82.44999999999999,79.8
100020,AAA,2013J,1,F,East Anglian Region,Post Graduate Qualification,10-20%,0-35,N,1,90,-19.0,0,0.0,0.0,1.0,33.8,33.8
100846,BBB,2013J,0,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,N,0,120,-17.0,0,6.0,2.0,1.0,56.0,56.0
100407,CCC,2013J,1,M,South East Region,HE Qualification,,35-55,N,1,90,-15.0,0,5.0,3.0,1.0,42.5,42.5
100760,AAA,2013J,0,M,London Region,Lower Than A Level,70-80%,35-55,N,0,120,-24.0,0,27.0,4.0,1.0,64.1,64.1
100030,CCC,2013J,0,M,East Anglian Region,HE Qualification,90-100%,0-35,N,0,90,-26.0,0,0.0,0.0,0.0,,
100368,CCC,2014J,0,F,Scotland,HE Qualification,40-50%,35-55,N,1,90,-42.0,0,24.0,5.0,2.0,79.0,68.5
100145,AAA,2013J,1,F,Scotland,Post Graduate Qualification,60-70%,35-55,N,2,90,-23.0,0,0.0,0.0,1.0,42.0,42.0
100368,BBB,2013J,1,F,Scotland,Post Graduate Qualification,40-50%,55<=,N,1,60,10.0,0,6.0,2.0,0.0,,
100692,CCC,2013J,1,M,North Western Region,Post Graduate Qualification,40-50%,0-35,N,0,30,-6.0,0,0.0,0.0,0.0,,
100078,AAA,2013J,1,F,East Anglian Region,HE Qualification,30-40%,35-55,N,2,90,-24.0,1,0.0,0.0,0.0,,
100463,CCC,2014J,1,F,Scotland,Post Graduate Qualification,0-10%,35-55,N,1,90,-13.0,0,3.0,1.0,0.0,,
100447,BBB,2013J,0,M,London Region,HE Qualification,90-100%,35-55,N,0,120,-47.0,0,8.0,2.0,0.0,,
100579,BBB,2013J,0,F,London Region,HE Qualification,,35-55,N,1,30,-35.0,0,14.0,6.0,1.0,52.2,52.2
100382,BBB,2013J,0,F,South East Region,HE Qualification,0-10%,35-55,N,2,90,-11.0,0,0.0,0.0,2.0,52.5,47.6
100867,BBB,2013J,1,F,South East Region,Post Graduate Qualification,40-50%,0-35,N,0,120,-0.0,0,13.0,3.0,2.0,62.95,53.0
100116,AAA,2013J,1,F,Scotland,Lower Than A Level,50-60%,0-35,N,0,120,-45.0,1,0.0,0.0,1.0,39.2,39.2
100251,CCC,2013J,1,M,London Region,HE Qualification,80-90%,55<=,N,0,120,-40.0,0,14.0,2.0,2.0,73.65,72.1
100169,BBB,2014J,0,M,East Anglian Region,A Level or Equivalent,,55<=,N,1,30,10.0,0,52.0,3.0,2.0,71.6,60.2
100346,CCC,2014J,0,M,North Western Region,Post Graduate Qualification,40-50%,55<=,N,2,30,-28.0,0,0.0,0.0,1.0,55.5,55.5
100400,BBB,2014J,0,F,East Anglian Region,Lower Than A Level,80-90%,0-35,N,1,90,6.0,0,0.0,0.0,2.0,67.7,57.1
100537,BBB,2013J,0,F,East Anglian Region,HE Qualification,,0-35,N,1,60,-26.0,0,9.0,2.0,1.0,91.2,91.2
100373,BBB,2014J,1,M,North Western Region,Lower Than A Level,90-100%,35-55,N,0,30,-25.0,0,3.0,1.0,1.0,66.1,66.1
100226,CCC,2014J,0,M,East Anglian Region,Post Graduate Qualification,30-40%,35-55,Y,0,30,-36.0,0,34.0,4.0,2.0,89.69999999999999,80.6
100053,CCC,2013J,1,M,London Region,Post Graduate Qualification,80-90%,0-35,N,0,30,-11.0,0,11.0,3.0,1.0,66.2,66.2
100002,CCC,2013J,1,F,East Anglian Region,Lower Than A Level,40-50%,35-55,N,0,60,-3.0,0,0.0,0.0,0.0,,
100159,BBB,2014J,0,M,North Western Region,Post Graduate Qualification,0-10%,0-35,N,1,90,-51.0,0,12.0,2.0,2.0,59.15,51.7
100781,CCC,2013J,0,M,North Western Region,A Level or Equivalent,80-90%,0-35,N,2,30,-37.0,0,57.0,7.0,2.0,87.85,80.3
100278,BBB,2013J,1,M,London Region,Post Graduate Qualification,90-100%,0-35,N,2,30,-12.0,0,2.0,1.0,0.0,,
100767,BBB,2014J,0,F,South East Region,HE Qualification,30-40%,0-35,N,1,60,-33.0,0,15.0,2.0,1.0,84.3,84.3
100679,CCC,2014J,0,M,London Region,Lower Than A Level,40-50%,0-35,N,0,120,-40.0,0,6.0,2.0,0.0,,
100522,AAA,2014J,1,M,East Anglian Region,Lower Than A Level,40-50%,55<=,N,1,120,-10.0,0,0.0,0.0,0.0,,
100804,AAA,2014J,1,M,Scotland,Lower Than A Level,,55<=,N,1,30,-39.0,0,0.0,0.0,0.0,,
100516,BBB,2014J,1,M,Scotland,Lower Than A Level,0-10%,0-35,N,2,30,-26.0,1,0.0,0.0,0.0,,
100286,BBB,2013J,0,F,Scotland,Post Graduate Qualification,60-70%,0-35,N,2,120,-54.0,0,14.0,2.0,1.0,85.5,85.5
100414,BBB,2014J,1,F,Scotland,Post Graduate Qualification,0-10%,0-35,N,1,60,-48.0,0,0.0,0.0,0.0,,
100753,BBB,2014J,0,F,London Region,A Level or Equivalent,70-80%,35-55,N,0,30,-28.0,0,0.0,0.0,0.0,,
100629,BBB,2014J,1,F,East Anglian Region,Lower Than A Level,90-100%,0-35,N,1,120,-29.0,0,2.0,2.0,0.0,,
100630,BBB,2014J,0,F,North Western Region,Lower Than A Level,70-80%,35-55,N,1,90,-49.0,0,14.0,2.0,0.0,,
100223,BBB,2013J,1,M,Scotland,Post Graduate Qualification,60-70%,35-55,N,1,60,-44.0,1,0.0,0.0,0.0,,
100427,CCC,2013J,0,M,London Region,Lower Than A Level,,0-35,N,0,30,-21.0,0,45.0,6.0,2.0,78.19999999999999,73.8
100621,BBB,2013J,1,M,South East Region,A Level or Equivalent,90-100%,0-35,Y,1,120,-69.0,0,12.0,2.0,2.0,62.849999999999994,61.6
100191,BBB,2013J,0,F,London Region,A Level or Equivalent,20-30%,0-35,N,0,120,-50.0,0,7.0,2.0,2.0,62.05,60.6
100337,CCC,2014J,0,M,Scotland,HE Qualification,60-70%,0-35,N,2,30,-67.0,0,21.0,5.0,2.0,50.3,49.2
100688,CCC,2014J,1,M,London Region,A Level or Equivalent,90-100%,35-55,N,0,90,-22.0,0,2.0,1.0,1.0,52.4,52.4
100374,AAA,2013J,0,M,North Western Region,Post Graduate Qualification,30-40%,0-35,N,2,30,-66.0,0,7.0,1.0,2.0,79.25,71.0
100746,CCC,2013J,0,M,London Region,HE Qualification,70-80%,35-55,N,0,60,-29.0,0,0.0,0.0,0.0,,
100466,AAA,2014J,1,F,London Region,Post Graduate Qualification,0-10%,0-35,N,1,90,3.0,0,22.0,3.0,1.0,68.6,68.6
100435,AAA,2014J,1,F,London Region,A Level or Equivalent,90-100%,55<=,N,0,30,3.0,0,3.0,1.0,2.0,68.7,57.1
100516,CCC,2014J,0,M,Scotland,HE Qualification,60-70%,55<=,N,1,90,-66.0,0,7.0,1.0,2.0,61.400000000000006,49.1
100328,AAA,2013J,1,M,Scotland,A Level or Equivalent,80-90%,0-35,N,0,30,-24.0,0,9.0,2.0,2.0,60.599999999999994,54.9
100045,CCC,2013J,0,F,South East Region,HE Qualification,90-100%,35-55,N,2,90,-50.0,0,15.0,3.0,2.0,55.3,49.9
100340,CCC,2014J,1,F,North Western Region,HE Qualification,20-30%,0-35,N,0,60,-54.0,0,0.0,0.0,0.0,,
100885,CCC,2013J,0,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,N,2,30,-32.0,0,9.0,2.0,1.0,69.2,69.2
100469,CCC,2013J,0,F,South East Region,Post Graduate Qualification,90-100%,35-55,N,1,120,-5.0,0,8.0,2.0,2.0,50.4,45.3
100140,CCC,2013J,1,M,North Western Region,Post Graduate Qualification,10-20%,35-55,N,1,60,-18.0,0,20.0,4.0,1.0,63.9,63.9
100492,AAA,2013J,0,M,East Anglian Region,Post Graduate Qualification,90-100%,35-55,N,0,120,-44.0,0,30.0,4.0,1.0,67.1,67.1
100750,CCC,2013J,1,M,North Western Region,Lower Than A Level,30-40%,0-35,N,0,120,-16.0,0,2.0,1.0,1.0,61.4,61.4
100470,AAA,2013J,0,M,South East Region,Lower Than A Level,50-60%,35-55,N,0,90,-45.0,0,6.0,1.0,2.0,54.15,50.4
100437,AAA,2014J,0,M,London Region,Lower Than A Level,70-80%,0-35,N,1,60,-46.0,0,12.0,3.0,2.0,51.4,48.3
100263,BBB,2014J,1,M,London Region,Post Graduate Qualification,90-100%,0-35,N,2,90,-28.0,1,10.0,2.0,0.0,,
100873,CCC,2013J,1,M,Scotland,Lower Than A Level,30-40%,35-55,N,0,90,-34.0,0,13.0,3.0,1.0,57.5,57.5
100535,AAA,2013J,0,F,Scotland,Post Graduate Qualification,10-20%,35-55,N,1,60,-33.0,0,23.0,4.0,1.0,57.6,57.6
100224,BBB,2014J,0,M,South East Region,A Level or Equivalent,60-70%,55<=,N,1,60,-30.0,0,11.0,3.0,1.0,76.3,76.3
100151,BBB,2013J,0,F,South East Region,Lower Than A Level,80-90%,35-55,N,0,120,-19.0,0,25.0,3.0,2.0,86.65,75.7
100373,CCC,2013J,1,F,North Western Region,HE Qualification,80-90%,0-35,N,1,120,-27.0,0,0.0,0.0,0.0,,
100038,BBB,2014J,0,M,North Western Region,HE Qualification,30-40%,0-35,N,0,30,-36.0,0,9.0,2.0,0.0,,
100800,BBB,2013J,0,F,London Region,A Level or Equivalent,,35-55,N,0,90,-22.0,0,3.0,1.0,1.0,46.0,46.0
100006,CCC,2013J,1,F,Scotland,Post Graduate Qualification,0-10%,35-55,N,0,120,-13.0,0,0.0,0.0,2.0,54.85,44.2
100878,BBB,2013J,0,F,North Western Region,A Level or Equivalent,10-20%,35-55,N,0,30,-41.0,0,0.0,0.0,0.0,,
100130,AAA,2014J,1,F,Scotland,A Level or Equivalent,,35-55,N,1,120,-7.0,0,60.0,6.0,2.0,81.25,75.9
100195,AAA,2013J,1,M,South East Region,HE Qualification,10-20%,35-55,N,0,30,-52.0,0,0.0,0.0,0.0,,
100856,AAA,2013J,1,M,London Region,Lower Than A Level,60-70%,35-55,Y,0,90,6.0,0,0.0,0.0,2.0,35.6,27.5
100577,AAA,2014J,1,M,Scotland,A Level or Equivalent,80-90%,0-35,N,1,120,-57.0,0,0.0,0.0,0.0,,
100625,AAA,2013J,0,M,South East Region,HE Qualification,80-90%,35-55,N,1,60,-37.0,0,41.0,5.0,2.0,80.75,80.5
100557,CCC,2013J,1,F,South East Region,HE Qualification,,0-35,N,0,30,-49.0,0,18.0,5.0,2.0,45.45,32.3
100821,AAA,2014J,0,M,Scotland,A Level or Equivalent,0-10%,0-35,N,1,60,10.0,0,8.0,2.0,2.0,56.85,44.0
100612,BBB,2013J,0,M,London Region,HE Qualification,40-50%,35-55,N,2,60,-40.0,0,2.0,1.0,0.0,,
100184,CCC,2014J,1,F,London Region,HE Qualification,50-60%,35-55,N,2,90,-40.0,0,0.0,0.0,2.0,44.55,40.5
100165,CCC,2013J,1,F,North Western Region,A Level or Equivalent,70-80%,0-35,N,1,60,-37.0,0,0.0,0.0,2.0,53.900000000000006,45.2
100384,BBB,2013J,0,F,South East Region,Lower Than A Level,60-70%,35-55,N,0,60,-28.0,0,58.0,8.0,2.0,92.95,85.9
100884,AAA,2013J,0,M,London Region,HE Qualification,60-70%,0-35,N,0,120,-37.0,0,31.0,4.0,2.0,89.35,86.6
100677,CCC,2014J,1,M,North Western Region,Post Graduate Qualification,30-40%,0-35,N,1,90,-33.0,0,1.0,1.0,0.0,,
100427,AAA,2013J,0,F,London Region,Post Graduate Qualification,10-20%,0-35,N,0,120,-101.0,0,25.0,3.0,1.0,47.5,47.5
100173,CCC,2013J,0,M,South East Region,HE Qualification,40-50%,0-35,Y,0,90,-29.0,0,1.0,1.0,1.0,42.4,42.4
100418,CCC,2014J,1,M,London Region,Post Graduate Qualification,20-30%,35-55,N,1,120,-30.0,0,0.0,0.0,0.0,,
100887,AAA,2013J,0,F,Scotland,Post Graduate Qualification,60-70%,35-55,Y,0,30,-9.0,0,27.0,3.0,1.0,46.9,46.9
100605,CCC,2014J,0,M,London Region,HE Qualification,80-90%,35-55,N,2,120,-4.0,0,35.0,4.0,2.0,83.9,78.7
100553,AAA,2013J,0,F,South East Region,Lower Than A Level,60-70%,0-35,N,0,120,-34.0,0,0.0,0.0,2.0,68.3,63.0
100700,AAA,2014J,1,M,North Western Region,HE Qualification,60-70%,0-35,N,0,30,-14.0,0,4.0,1.0,1.0,55.4,55.4
100636,CCC,2013J,1,F,East Anglian Region,HE Qualification,0-10%,0-35,N,0,60,-52.0,1,0.0,0.0,1.0,36.8,36.8
100666,CCC,2014J,0,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,N,0,60,-15.0,0,29.0,5.0,1.0,99.6,99.6
100147,AAA,2013J,0,F,London Region,Post Graduate Qualification,40-50%,0-35,N,2,60,-41.0,0,11.0,2.0,1.0,71.4,71.4
100533,CCC,2014J,1,M,South East Region,Post Graduate Qualification,10-20%,0-35,N,1,120,-54.0,0,1.0,1.0,1.0,58.9,58.9
100113,CCC,2014J,1,F,London Region,A Level or Equivalent,20-30%,35-55,N,2,90,-34.0,0,0.0,0.0,0.0,,
100685,CCC,2013J,0,F,London Region,A Level or Equivalent,80-90%,35-55,N,2,30,-2.0,0,18.0,3.0,0.0,,
100725,AAA,2013J,0,F,North Western Region,Lower Than A Level,,0-35,N,0,90,-26.0,0,15.0,2.0,2.0,85.0,78.7
100713,AAA,2013J,0,M,London Region,Lower Than A Level,50-60%,0-35,N,0,120,-0.0,0,0.0,0.0,1.0,24.6,24.6
